osm_way_id,speed_mph_avg
576986763,40.87733449477350
428222730,14.51772093023250
6510852,22.47426666666670
6411333,19.08739534883720
533509538,33.50419384615390
679642593,18.307679144385000
524878319,17.852937598116200
428231010,18.581880244755300
332471593,53.514
6486239,19.152
43044239,20.01495789473680
263672096,11.60226391901660
400340219,47.613603978300200
98534336,9.25472916666667
458058810,14.576279588336200
52840005,53.79775718849830
353690159,19.02312868091970
537447816,15.48173246906310
677291931,27.832015915119400
428004916,22.74458105939010
6343231,27.931
6369801,20.253652173913000
404136302,29.30270769230770
422748215,19.21304161412360
105807689,29.359655737704900
260314332,39.03376102646350
450919738,13.787119469026500
622569803,15.344513513513500
353499563,28.818321138211400
4708896,31.26352777777780
511582950,25.44875330396480
428092068,35.64307624633430
427901481,30.91268831168830
331623999,20.67561564625850
331901421,19.900374245472800
428092069,24.722521327014200
368670627,32.163351976137100
385214478,21.52443250444050
6407629,12.548000000000000
38008150,40.63969291338580
389322092,29.979340246913600
84300059,17.358478260869600
427901484,25.239370370370400
532188897,25.653520000000000
206877624,19.64499332591770
428227860,17.44659454995870
10426249,27.313798178506300
174549465,30.64481967213120
130345935,11.107587131367300
531924638,31.41844444444440
6384931,17.25221497584540
394459719,20.231
127697506,20.193801176470600
436178671,20.704125
427896778,27.418346633416400
6465830,27.287424083769600
105806396,37.74162480857570
22927952,16.446118602762000
428091107,20.818668571428600
306258906,54.82934955752210
22717075,18.889454545454500
8027228,13.473648706896500
362986596,42.68509951456310
179553349,16.499333333333300
4910867,36.352489208633100
428020849,38.73924581005590
163631486,23.480822033898300
465971490,57.91845560407570
428315940,29.668308176100600
8026823,16.34850393700790
263563169,26.77536974789920
427900641,13.317887096774200
6430847,16.258
368833765,17.891409836065600
428100739,23.51692140266030
428003035,28.14449514563110
4915022,11.957003676470600
332489457,22.053072727272700
256917156,32.41700101522840
393927806,23.95631557377050
679178609,27.13783333333340
369724784,25.942987794245800
661350011,20.01247975460120
428018926,30.492941860465100
428246440,16.94075845012370
400340224,42.84904101562500
428097041,25.352778473091400
668153336,41.804227134146300
509069408,26.02622448979590
621358953,20.11269696969700
427905049,28.18753565505810
393047829,18.07317391304350
363225848,17.759277589134100
462696708,21.174755681818200
222166913,21.291
332591272,12.944686629526500
428090620,19.474610837438400
6385947,14.605275132275100
620762224,19.4302857142857
560116317,19.2157813229572
620762217,9.89004713114755
368833767,24.632365707434000
332168311,28.88433487654330
158781423,15.1546
671432778,25.599369534555700
39877407,30.42588978494620
89637424,15.040650000000000
33972631,25.37916013071890
6472609,13.684521739130400
169473536,35.64540199335550
31705899,13.368166666666700
22760291,12.30348106060610
433173100,10.97691891891890
13726935,14.22940481927710
475161300,21.474526376146800
6380402,25.53633333333330
428032874,29.248432692307700
428082936,26.619543443917800
456870925,10.91317391304350
623761309,16.95439467849230
6615582,31.3837701793722
428246212,23.653966583124500
292124846,9.885933333333330
61151091,25.624900000000000
342661003,33.25819587628870
6396526,12.60447435897440
362331766,30.17815923566880
393063424,32.39098287810840
339968018,31.905832512315300
33972511,27.68561963753150
370819942,26.93799357601710
10499762,15.103196428571400
428089354,21.99596147540980
340214356,18.09115376401490
38502228,14.33799374097250
428246446,14.236454545454500
460423529,17.478656250000000
394459713,16.36885745856350
531939331,17.55349230769230
437936473,49.54637837837840
428246211,14.994905472636800
620762173,24.91336
259100478,19.71839534883720
325149173,23.69132178669100
635712415,16.533876923076900
435897815,31.49832443531830
621283321,26.12849659863950
369877037,17.539125427594100
546104111,9.198
342660998,27.739620000000000
263721997,12.575030303030300
61956400,26.72435365853660
658290419,13.91940163934430
460418986,26.213052391799500
424636846,48.73225441696120
472238579,14.916666666666700
621283291,19.67687237163820
620762193,49.93517201166180
363373127,30.40596551724140
428099790,29.039816601477600
108153389,14.365033407572400
7977772,48.10753521126760
428312232,28.36986590584880
257835658,9.45622093023256
620762166,24.693
370826207,24.72195488721810
332949668,24.698796747967500
526298642,22.91238067061150
8071380,16.474929611650500
169493653,11.074339063992400
6466401,15.885166666666700
6366765,19.559244911897300
519441947,24.971411862990800
699073150,42.44462562396010
337667433,14.316727876106200
335460685,14.48148888888890
332946372,29.179246246246200
534771090,31.903775000000000
6371699,12.984666666666700
332223495,18.768053680981600
37397597,19.78554128440370
537681170,24.514474459724900
615425393,9.881690217391310
620762185,27.045735294117600
392696877,17.848437611408200
391421595,16.72344892473120
428246479,42.42412857142860
256996978,21.537713701431500
532912457,25.7772908036454
388614004,25.1513124387855
125534892,50.21752006172840
8043349,23.75619727891160
428221343,18.21747058823530
98243675,21.374191358024700
391114823,24.361107409249000
6426982,16.217333333333300
32147458,15.932880658436200
428088693,31.000135773317600
158124201,44.3431117824773
157291308,25.326737835875000
6386110,23.95728963660830
328327263,18.357
371222426,25.818000000000000
37661970,19.02049146757680
340110585,37.947
4856785,50.879486798679900
332301668,17.869777777777800
49891360,35.643620052770400
295939898,20.093720703125000
48003046,47.5137321814255
389271443,23.18197064220180
4644055,13.357780669145000
185882764,19.138736486486500
428097442,21.4912177589852
57883631,21.054
363224303,23.161756692726900
532419767,28.40708901734110
590417509,17.95
347092910,16.80375471698110
644701528,27.313
428305118,23.003326833073300
489427656,18.845207194244600
6513164,18.7185
6451057,21.6406
462702297,17.695111913357400
6494368,12.717
6508961,17.473801848642400
8045491,22.029257285595300
422071754,19.35047153598280
30735560,22.50833333333330
35394661,22.20533333333330
455866847,32.5212380952381
428079967,16.39069421487600
392696871,24.52493293207230
10738253,21.299385474860300
31137249,28.17543137254900
6446116,15.134833333333300
428099787,26.223071156289700
511585766,18.780833333333300
374385734,25.11063586956520
62801267,12.78340374331550
512249717,20.38663391442160
428222836,23.07559109730850
13517031,23.279023622047200
4910402,33.32869336384440
22717267,20.5415945945946
6359036,18.900577586206900
215327946,33.1442105263158
4842986,11.6405
428006495,25.262793650793600
410665025,18.447
428100722,29.140302380952400
667782477,20.052
6495616,19.317
428031749,25.890493670886100
391114828,18.17515686274510
585308919,20.638
400340214,52.15308450704230
55923171,24.0485
6425670,13.236960468521200
428092624,30.202587078651600
6454018,19.01595238095240
428005330,29.13375417130140
240852320,11.130996190476200
352161596,19.076
428244384,21.205795216741400
158943669,20.80300804828970
6402614,9.507368932038830
438074617,17.376891592920300
10425970,13.704570391872300
511213262,15.586216216216200
4743900,49.8592686567164
83675160,27.31143243243240
427901476,29.557750996015900
452336735,15.91371428571430
244229597,16.738400000000000
428306608,29.08113333333330
169508519,14.55436434108530
62147016,35.09521773555030
516473181,29.422543478260900
6453040,19.113050761421300
23781541,29.28540104166670
305194525,31.318681237390700
370819953,54.06537185185190
532416977,10.512
124045518,32.331320578231300
682188082,20.601532045654100
458058813,14.104467898832700
158305123,31.605283842794800
428082498,23.025623893805300
65588081,11.787979166666700
4744030,29.228088235294100
322781941,12.405891304347800
6389205,9.478
428081817,11.84128
