osm_way_id,speed_mph_avg
50654436,24.670627480916000
420393513,17.420106796116500
420568848,22.704525830258300
506274962,15.524285714285700
195743183,18.134155246765600
5715599,24.81576923076920
420522239,28.547098924731200
581479631,16.220906976744200
420878085,17.86871979434450
276152017,13.00417142857140
420884523,12.452959770114900
169381965,18.77290563066020
169381960,20.55597520058350
420626378,18.643298701298700
420384753,20.907158961881600
542167649,15.111824218750000
420571183,10.94290791366910
420877106,18.14939939485630
478935768,9.633289017341040
420609531,21.63910747663550
587079748,12.130844500632100
466986730,53.662200000000000
5707349,19.320159574468100
5673430,14.178912828947400
117596225,29.891885885885900
5702618,19.09343076923080
464522427,21.57509523809520
275021176,4.434666666666670
5704548,21.762
5710589,24.555464285714300
368938761,21.594769063968200
516694364,14.735636430139000
689756890,16.589487179487200
386740988,12.328393939393900
5698550,15.129172278339000
22941930,17.067217674418600
90571534,50.60686461538460
5699744,15.60000626959250
420339909,25.411932902182700
670330454,5.549
11838747,26.37823210831720
183794597,25.04226865671640
276146473,18.127013333333300
420307343,17.305064176245200
526329784,17.30507285622180
574759541,23.91001149425290
5700743,16.26837821782180
583735201,20.763894425675700
587079749,13.597323529411800
114654203,18.042408045977000
5696150,38.24890647482010
671845942,19.00093087557600
183103720,9.371
5699900,20.434
46868328,17.801904462242600
587355786,11.085288321167900
223491199,13.845666666666700
275133672,24.417362500000000
513586747,19.617259151656000
5670642,10.7718
524356474,54.936163310961900
349333357,26.86760093896710
658513446,48.950779154518900
584971392,10.216141210374600
221795718,20.95271821987230
221455439,21.074102941176500
581476062,20.2734350132626
276149204,15.592074074074100
541358336,20.21706136441550
420311840,25.36218098895830
198924775,13.525248936170200
46819510,16.336674012855900
420367486,19.13538699924410
46673602,19.094525751072900
349941435,11.052638743455500
216939195,6.084
421836478,22.141583403895000
587355759,6.98025
221788478,19.58361473429950
276055783,9.62955445544555
525673482,17.73052336448600
420629995,13.453734632683700
420651434,23.74735056746530
143482017,17.284720000000000
627231968,21.868891149542200
5677469,9.066973333333340
221569415,20.19212974296210
5674618,12.011494423791800
420348227,30.55314349775790
542169856,18.037561155971100
287641409,14.191188723051400
5675844,13.2905
219613332,18.72730337078650
12373800,30.92618103448280
421118178,9.914853293413160
465675832,12.681548780487800
46469719,18.006530172413800
540429910,37.570081081081100
487545386,21.071862453531600
531846825,11.9555
40418150,14.471357142857100
5710924,36.78394736842110
662571696,8.382
274893743,21.72770000000000
39513386,17.275508670520200
274887245,17.6615
44220578,19.501753086419700
587079740,15.542134972403400
464538101,14.36690909090910
420559110,22.202143608627000
496990645,15.193553940321300
5698636,21.002336441893800
413050334,25.78336602011500
10252662,14.777781021897800
5697288,9.706333333333330
46420294,25.647581259150800
46728985,39.09244109195410
49590909,33.72292764109990
153014663,8.683145569620250
5715632,16.397400000000000
40943977,35.95875100401610
164877228,15.739007183908000
221586642,24.880779027270300
469118569,33.11570258620690
5681829,11.15927272727270
420863273,15.869992608236500
5708403,33.44812396694210
525667719,16.00829545454550
247956703,12.0693282051282
198595485,12.703867528271400
684741181,16.033709090909100
5705360,13.107272727272700
420625866,28.80626886792450
562329381,11.074666666666700
25161247,17.542636363636400
39013015,35.379402843601900
183103624,45.0648111888112
420558115,18.7456132231405
276428314,12.1831
5677167,12.56298181818180
123558575,8.17996551724138
420606446,21.25975
38061428,18.082218750000000
25339491,12.979633333333300
46906322,46.95206474820140
276582196,23.441
671829931,12.001818181818200
671552838,20.52702976190480
222788167,23.536735304595600
586781688,20.26151687388990
221453806,16.47003034081470
487516653,20.238291234684300
420565558,25.185974698795200
276428834,22.52140765391010
46359910,40.80074425287350
225868312,22.986454545454500
219917290,11.185670995671000
420885164,17.36307352941180
553784566,21.207805555555500
5696893,12.24467942583730
5680029,10.530863970588200
516662396,30.647861111111100
220467311,20.867064516129000
198924660,13.025846769740400
5681288,16.496965517241400
435632415,17.247447368421100
420559805,14.492008888888900
40418157,10.165090909090900
263339339,12.019414754098400
198595575,16.32416
421853646,27.072850507982600
275128543,12.809161654135300
46334593,14.951700740740700
5702507,26.30865546875
5704394,11.795789902280100
195743136,19.55921157540830
165777195,14.270918721109500
489019753,8.13781875492514
222246107,15.498476152304600
263978477,15.425265060241000
5709878,15.888
221574525,17.456970588235300
5680214,14.288500000000000
420497866,17.650892332789500
5673054,17.441140000000000
216942804,17.534039473684200
22904166,21.391705974842800
219575370,22.87806604264170
5707316,21.394808510638300
275021401,14.2971
420873508,14.899625000000000
90086358,48.69534276206320
46728982,8.538141955835970
122633522,43.50534272997030
420545881,21.25207973421930
274878816,33.22149655568320
32937832,27.09074633431090
266017342,20.88720472440950
583735194,25.04065430016870
32937063,40.44018247126430
276061809,15.092760958395200
5701046,34.71609767441860
46930787,23.72245839636910
92360167,7.671565967940810
421149637,15.714215034965000
5702889,13.700873873873900
420318571,18.808267959770100
